kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_period,koi_depth,koi_prad,koi_teq,koi_insol,koi_steff,koi_srad,koi_smass,koi_slogg,koi_count,koi_num_transits,koi_max_sngle_ev,koi_max_mult_ev,koi_impact,koi_duration,koi_ingress,koi_dor
K00834.01,Kepler-238 e,CONFIRMED,CANDIDATE,23.65369415,3341.8,7.89,731.0,67.65,5739.0,1.384,1.083,4.191,5,57.0,33.295635,188.42673,0.008,8.2183,,23.142
K00834.02,Kepler-238 d,CONFIRMED,CANDIDATE,13.23352214,504.6,3.06,888.0,146.67,5739.0,1.384,1.083,4.191,5,97.0,6.205785,34.323593,0.014,6.7372,,15.32
K00834.03,Kepler-238 c,CONFIRMED,CANDIDATE,6.15560285,285.0,2.32,1146.0,406.94,5739.0,1.384,1.083,4.191,5,203.0,4.266375,26.274458,0.235,4.9843,,9.34
K00834.04,Kepler-238 b,CONFIRMED,CANDIDATE,2.090811305,115.9,1.62,1642.0,1718.04,5739.0,1.384,1.083,4.191,5,527.0,3.535499,14.88052,0.746,3.388,,3.32
K00117.03,Kepler-107 b,CONFIRMED,CANDIDATE,3.180027898,120.3,1.53,1458.0,1066.86,5847.0,1.402,1.113,4.191,4,323.0,5.307951,34.970474,0.196,3.5797,,6.751
K00834.05,Kepler-238 f,CONFIRMED,CANDIDATE,50.4467417,370.3,2.67,568.0,24.64,5739.0,1.384,1.083,4.191,5,22.0,5.1075315,15.157462,0.379,7.159,,50.9
K00835.01,Kepler-239 b,CONFIRMED,CANDIDATE,11.76307164,1037.3,2.35,616.0,33.99,4959.0,0.756,0.849,4.603,2,88.0,9.07897,39.560696,0.048,2.9076,,31.76
K00835.02,Kepler-239 c,CONFIRMED,CANDIDATE,56.2279271,862.7,2.37,366.0,4.22,4959.0,0.756,0.849,4.603,2,18.0,6.9918575,16.481398,0.7,3.57,,90.7
K00836.01,,FALSE POSITIVE,FALSE POSITIVE,2.384052875,1268.1,17.06,1010.0,244.87,4794.0,0.701,0.683,4.58,1,549.0,7.4411964,44.634888,1.178,3.0918,,2.27
K00837.01,Kepler-240 c,CONFIRMED,CANDIDATE,7.953547,875.4,2.25,696.0,55.37,4768.0,0.779,0.759,4.536,2,166.0,5.371588,31.887648,0.3,2.6312,,22.68
K00837.02,Kepler-240 b,CONFIRMED,CANDIDATE,4.14451656,391.8,1.48,864.0,132.08,4768.0,0.779,0.759,4.536,2,316.0,4.527273,18.548983,0.004,2.3421,,13.767
K00838.01,,FALSE POSITIVE,FALSE POSITIVE,4.859386384,6044.3,38.33,1114.0,364.23,6072.0,0.988,1.05,4.47,1,273.0,30.702702,300.96277,1.259,2.2757,,8.29
K00850.01,Kepler-702 b,CONFIRMED,CANDIDATE,10.526294577,9768.0,8.24,713.0,61.16,5386.0,0.793,0.82,4.553,1,129.0,58.01924,488.70584,0.644,2.5211,,28.26
K00851.01,Kepler-703 b,CONFIRMED,CANDIDATE,4.583520948,3812.1,5.39,1038.0,274.98,5815.0,0.877,0.973,4.54,1,297.0,18.698158,212.06973,0.045,2.7055,,13.672
K00852.01,Kepler-704 b,CONFIRMED,CANDIDATE,3.76181843,510.6,2.66,1121.0,372.62,5653.0,0.949,0.974,4.472,1,273.0,4.2820764,29.971922,0.926,3.5176,,3.73
K00853.01,Kepler-242 b,CONFIRMED,CANDIDATE,8.20396958,1024.4,3.01,742.0,71.5,5015.0,0.826,0.785,4.499,2,162.0,7.181467,44.777393,0.823,2.9667,,13.23
K00853.02,Kepler-242 c,CONFIRMED,CANDIDATE,14.49645186,647.5,3.01,613.0,33.48,5015.0,0.826,0.785,4.499,2,89.0,5.1306577,20.855698,0.97,4.016,,9.85
K00841.03,Kepler-27 d,CONFIRMED,CANDIDATE,6.54626149,655.9,2.19,810.0,101.78,5251.0,0.817,0.926,4.581,5,200.0,4.6233773,24.029488,0.644,2.75,,14.52
K00842.01,Kepler-241 b,CONFIRMED,CANDIDATE,12.71809866,1149.4,2.31,562.0,23.6,4702.0,0.686,0.67,4.592,2,107.0,7.304412,42.002544,0.427,3.0957,,29.5
K00842.02,Kepler-241 c,CONFIRMED,CANDIDATE,36.06588163,1563.8,2.64,397.0,5.88,4702.0,0.686,0.67,4.592,2,38.0,10.347036,39.547905,0.26,4.3246,,63.84
K00843.01,Kepler-696 b,CONFIRMED,CANDIDATE,4.190425659,2877.4,6.21,1234.0,547.9,6073.0,1.135,1.163,4.392,1,318.0,21.389048,245.59174,0.458,2.8589,,10.6
K00844.01,Kepler-697 b,CONFIRMED,CANDIDATE,3.709870784,2020.3,4.35,1151.0,415.1,5727.0,0.978,1.013,4.463,1,279.0,9.246548,88.43494,0.023,3.0694,,9.6255
K00845.01,Kepler-698 b,CONFIRMED,CANDIDATE,16.3297527,1187.5,3.75,727.0,66.08,5878.0,0.987,0.989,4.444,1,85.0,10.867014,63.15734,0.791,6.271,,13.31
K00846.01,Kepler-699 b,CONFIRMED,CANDIDATE,27.807566216,25391.1,13.84,554.0,22.24,5862.0,0.785,0.865,4.584,1,50.0,184.1626,739.8864,0.782,4.21587,,43.26
K00847.01,Kepler-700 b,CONFIRMED,CANDIDATE,80.8723469,3604.6,7.59,452.0,9.88,5510.0,1.238,0.932,4.222,1,17.0,39.125496,129.28693,0.527,11.195,,50.5
K00848.01,,FALSE POSITIVE,FALSE POSITIVE,3.166465862,4357.2,26.82,954.0,196.31,4968.0,0.704,0.68,4.575,1,320.0,17.338335,126.34083,1.266,2.9381,,4.05
K00118.01,Kepler-467 b,CONFIRMED,CANDIDATE,24.99324319,269.6,2.29,712.0,60.88,5718.0,1.317,0.961,4.181,1,53.0,10.750713,48.44607,0.686,5.9409,,24.1
K00849.01,Kepler-701 b,CONFIRMED,CANDIDATE,10.35533116,750.6,2.47,777.0,86.22,5501.0,0.918,0.891,4.462,1,127.0,6.973618,43.478497,0.029,3.1775,,25.51
K00867.01,Kepler-709 b,CONFIRMED,CANDIDATE,16.08518937,1442.4,3.68,613.0,33.43,5239.0,0.826,0.83,4.523,1,82.0,11.495781,56.866776,0.867,3.984,,17.79
K00868.01,,CANDIDATE,CANDIDATE,235.9986399,20714.6,10.59,188.0,0.29,4245.0,0.657,0.666,4.627,1,6.0,157.44649,311.33582,0.778,8.2284,,184.83
K00869.01,Kepler-245 b,CONFIRMED,CANDIDATE,7.49018305,1123.6,2.56,753.0,76.06,5103.0,0.787,0.823,4.562,4,178.0,8.483169,43.14732,0.02,2.7297,,21.59
K00869.02,Kepler-245 d,CONFIRMED,CANDIDATE,36.2761238,1572.6,3.03,445.0,9.29,5103.0,0.787,0.823,4.562,4,39.0,7.9323716,28.587673,0.035,4.7865,,59.91
K00869.03,Kepler-245 c,CONFIRMED,CANDIDATE,17.46087931,812.4,2.32,568.0,24.6,5103.0,0.787,0.823,4.562,4,69.0,4.671781,16.755081,0.594,2.2641,,49.3
K00854.01,Kepler-705 b,CONFIRMED,CANDIDATE,56.0560754,1626.0,1.94,233.0,0.69,3593.0,0.491,0.503,4.757,1,24.0,6.1299686,19.2542,0.018,4.685,,94.7
K00855.01,Kepler-706 b,CONFIRMED,CANDIDATE,41.408316686,22838.9,11.38,453.0,9.93,5522.0,0.747,0.786,4.586,1,33.0,217.32286,904.6437,0.377,5.0264,,67.69
K00856.01,,CANDIDATE,CANDIDATE,39.74893077,15178.9,14.21,552.0,21.87,6122.0,0.964,1.041,4.487,1,34.0,123.3638,505.17914,0.881,7.3051,,29.734
K00857.01,Kepler-243 b,CONFIRMED,CANDIDATE,5.715425977,908.1,2.47,850.0,123.03,5237.0,0.826,0.927,4.572,2,181.0,7.166417,48.613644,0.348,2.5242,,16.74
K00119.01,Kepler-108 b,CONFIRMED,CANDIDATE,49.18394185,1646.2,8.2,669.0,47.4,5626.0,2.057,1.247,3.907,2,29.0,61.598824,250.00006,0.035,11.3364,,34.34
K00857.02,Kepler-243 c,CONFIRMED,CANDIDATE,20.0261412,421.2,2.28,559.0,23.14,5237.0,0.826,0.927,4.572,2,54.0,3.5729597,9.322174,0.957,1.611,,34.9
K00858.01,,CANDIDATE,CANDIDATE,13.61014819,5732.9,19.02,733.0,68.29,5697.0,0.903,0.857,4.46,1,101.0,36.547604,209.14677,1.081,2.594,,20.24
K00859.01,,FALSE POSITIVE,FALSE POSITIVE,10.44331991,1159.8,2.66,667.0,46.94,4947.0,0.802,0.769,4.516,1,127.0,10.513627,48.83681,0.23,2.743,,29.22
K00861.01,Kepler-707 b,CONFIRMED,CANDIDATE,2.237489571,315.8,1.41,1160.0,427.17,5265.0,0.81,0.91,4.58,1,595.0,4.7961717,28.265633,0.128,1.8119,,9.527
K00862.01,,FALSE POSITIVE,FALSE POSITIVE,5.851520671,33003.6,14.62,901.0,155.89,5532.0,0.806,0.804,4.53,1,178.0,192.99095,1762.9304,0.211,3.11058,,16.497
K00863.01,Kepler-708 b,CONFIRMED,CANDIDATE,3.167893418,781.2,2.62,1221.0,526.23,5895.0,0.94,1.026,4.503,1,430.0,5.8711963,55.665585,0.026,2.1814,,11.389
K00864.01,Kepler-244 b,CONFIRMED,CANDIDATE,4.311780262,1154.0,3.11,1038.0,274.84,5527.0,0.927,0.956,4.484,3,299.0,7.6148076,68.72953,0.196,2.7251,,12.25
K00864.02,Kepler-244 d,CONFIRMED,CANDIDATE,20.0504494,840.9,2.69,622.0,35.44,5527.0,0.927,0.956,4.484,3,64.0,6.4205737,29.427977,0.383,4.556,,32.0
K00864.03,Kepler-244 c,CONFIRMED,CANDIDATE,9.76734503,569.1,2.67,791.0,92.46,5527.0,0.927,0.956,4.484,3,122.0,3.9681692,17.335663,0.9,1.6585,,22.2
K00865.01,,CANDIDATE,CANDIDATE,119.0207044,7430.5,8.98,366.0,4.25,5453.0,1.062,0.904,4.342,1,11.0,63.25567,165.9875,0.076,8.1405,,120.05
K00119.02,Kepler-108 c,CONFIRMED,CANDIDATE,190.3200468,1141.7,7.78,426.0,7.8,5626.0,2.057,1.247,3.907,2,7.0,45.91216,95.55217,0.812,15.284,,61.0
K00866.01,,FALSE POSITIVE,FALSE POSITIVE,2.861159894,1014.3,4.37,1355.0,797.1,6126.0,1.021,1.09,4.458,1,454.0,8.208323,47.643787,0.965,1.8832,,4.58
K00880.01,Kepler-82 b,CONFIRMED,CANDIDATE,26.44439337,1843.5,3.91,562.0,23.54,5427.0,0.929,0.915,4.463,4,53.0,15.926126,67.97784,0.03,3.9783,,52.72
K00880.02,Kepler-82 c,CONFIRMED,CANDIDATE,51.53997972,3644.3,5.51,450.0,9.67,5427.0,0.929,0.915,4.463,4,28.0,28.79182,112.0813,0.183,6.3994,,63.88
K00880.03,Kepler-82 e,CONFIRMED,CANDIDATE,5.902245782,702.3,2.43,926.0,173.74,5427.0,0.929,0.915,4.463,4,220.0,6.7249837,43.151917,0.209,2.9003,,15.59
K00880.04,Kepler-82 d,CONFIRMED,CANDIDATE,2.382951591,391.6,1.86,1253.0,583.01,5427.0,0.929,0.915,4.463,4,515.0,3.843993,23.52045,0.479,1.8876,,8.7
K00881.01,Kepler-712 b,CONFIRMED,CANDIDATE,21.02250608,1772.5,3.07,521.0,17.48,5067.0,0.75,0.789,4.585,2,67.0,9.148423,47.644684,0.036,4.1072,,40.546
K00869.04,Kepler-245 e,CONFIRMED,CANDIDATE,3.219814777,488.2,1.69,998.0,234.93,5103.0,0.787,0.823,4.562,4,391.0,3.4647944,19.364616,0.06,2.0642,,12.14
K00870.01,Kepler-28 b,CONFIRMED,CANDIDATE,5.912273234,961.4,1.73,585.0,27.72,4072.0,0.57,0.586,4.696,2,227.0,8.0944605,55.492382,0.17,2.3254,,19.7
K00870.02,Kepler-28 c,CONFIRMED,CANDIDATE,8.98581901,881.3,1.65,509.0,15.9,4072.0,0.57,0.586,4.696,2,145.0,7.210981,42.23077,0.008,2.8606,,24.64
K00871.01,,CANDIDATE,CANDIDATE,12.940668656,42450.0,22.94,723.0,64.64,5875.0,0.809,0.895,4.572,1,100.0,209.9436,1375.2338,0.897,2.4845,,35.21
K00120.01,,FALSE POSITIVE,FALSE POSITIVE,20.5452375,218.5,2.41,742.0,71.57,5670.0,1.264,0.937,4.206,1,67.0,41.057766,93.56568,0.95,2.517,,22.7
K00872.01,Kepler-46 b,CONFIRMED,CANDIDATE,33.60123371,7425.9,8.46,495.0,14.22,5149.0,0.93,0.882,4.447,2,39.0,44.19851,173.7981,0.67,4.4056,,49.6
K00872.02,Kepler-46 d,CONFIRMED,CANDIDATE,6.76652928,450.7,1.97,845.0,120.48,5149.0,0.93,0.882,4.447,2,194.0,4.929026,16.790316,0.429,2.9004,,16.49
K00873.01,Kepler-710 b,CONFIRMED,CANDIDATE,4.347288783,451.6,2.36,1174.0,449.79,5754.0,1.122,1.014,4.345,1,307.0,4.846328,34.36066,0.025,2.1024,,16.107
K00874.01,Kepler-246 b,CONFIRMED,CANDIDATE,4.601811819,755.9,2.35,896.0,152.91,4986.0,0.833,0.793,4.496,2,295.0,6.6083684,52.078793,0.567,2.2607,,13.32
K00874.02,Kepler-246 c,CONFIRMED,CANDIDATE,11.18719905,353.6,1.55,667.0,46.65,4986.0,0.833,0.793,4.496,2,117.0,3.560772,17.25928,0.387,3.252,,24.72
K00875.01,Kepler-1729 b,CONFIRMED,CANDIDATE,4.220965778,2260.0,2.62,595.0,29.68,3837.0,0.517,0.544,4.747,1,321.0,13.098274,134.46404,0.705,3.0854,,8.13
K00876.01,,FALSE POSITIVE,FALSE POSITIVE,6.998099523,20285.0,588.66,853.0,125.22,5612.0,0.829,0.926,4.566,1,192.0,58.719604,551.317,7.361,2.0488,,38.6
K00877.01,Kepler-81 b,CONFIRMED,CANDIDATE,5.95489993,1410.7,2.33,635.0,38.52,4261.0,0.633,0.64,4.641,3,226.0,10.906055,83.29438,0.327,2.3892,,18.69
K00877.02,Kepler-81 c,CONFIRMED,CANDIDATE,12.03987488,1250.6,2.18,502.0,15.06,4261.0,0.633,0.64,4.641,3,106.0,9.71719,51.105682,0.286,2.7363,,33.32
K00877.03,Kepler-81 d,CONFIRMED,CANDIDATE,20.83762895,439.0,1.42,418.0,7.24,4261.0,0.633,0.64,4.641,3,67.0,5.914461,12.130763,0.706,2.3734,,49.4
K00121.01,,FALSE POSITIVE,FALSE POSITIVE,8.8111022,401.1,63.66,1399.0,904.92,6200.0,2.404,1.333,3.8,1,125.0,10.118381,60.319134,1.223,5.0683,,3.15
K00878.01,Kepler-711 b,CONFIRMED,CANDIDATE,23.58917143,1200.7,3.16,487.0,13.34,4919.0,0.721,0.697,4.566,1,56.0,9.867276,45.141907,0.926,5.073,,16.88
K00123.01,Kepler-109 b,CONFIRMED,CANDIDATE,6.481633073,298.5,2.54,1145.0,406.25,5945.0,1.302,1.009,4.213,2,214.0,13.492653,92.47206,0.833,3.784,,7.71
K00892.01,Kepler-716 b,CONFIRMED,CANDIDATE,10.37168928,1254.9,3.2,720.0,63.68,5121.0,0.888,0.822,4.457,2,128.0,8.5752535,51.219067,0.537,3.035,,23.0
K00892.02,Kepler-716 c,CONFIRMED,CANDIDATE,3.96996298,299.2,1.78,992.0,229.37,5121.0,0.888,0.822,4.457,2,320.0,3.348457,12.679447,0.836,1.1757,,15.04
K00893.01,Kepler-717 b,CONFIRMED,CANDIDATE,4.40841331,549.4,2.66,1139.0,398.0,6007.0,0.961,0.968,4.457,1,279.0,5.7962294,37.416832,0.899,5.012,,3.45
K00894.01,,FALSE POSITIVE,FALSE POSITIVE,7.9426176,1590.7,4.68,878.0,140.57,5811.0,0.926,1.036,4.521,1,172.0,22.463158,69.78485,0.942,6.703,,4.238
K00881.02,Kepler-712 c,CONFIRMED,CANDIDATE,226.8904775,3136.4,4.53,236.0,0.73,5067.0,0.75,0.789,4.585,2,7.0,18.208637,32.135025,0.731,7.558,,174.7
K00882.01,,FALSE POSITIVE,FALSE POSITIVE,1.956811408,24905.0,21.58,1109.0,357.16,5209.0,0.603,0.602,4.657,1,685.0,114.08557,1443.2662,1.091,2.1958,,5.28
K00883.01,,CANDIDATE,CANDIDATE,2.688899233,37491.6,12.04,929.0,175.76,4820.0,0.639,0.699,4.667,1,499.0,120.20046,1777.0094,0.001,2.11275,,11.4204
K00884.01,Kepler-247 c,CONFIRMED,CANDIDATE,9.439459486,3036.1,4.16,686.0,52.32,5097.0,0.779,0.891,4.597,3,144.0,25.131163,163.44994,0.049,2.8979,,26.081
K00122.01,Kepler-95 b,CONFIRMED,CANDIDATE,11.523067458,507.3,3.13,927.0,174.81,5644.0,1.411,1.053,4.162,1,116.0,16.45347,120.53189,0.0,3.8757,,23.181
K00884.02,Kepler-247 d,CONFIRMED,CANDIDATE,20.47748843,1382.4,2.92,530.0,18.65,5097.0,0.779,0.891,4.597,3,59.0,10.706917,45.383663,0.497,2.8364,,50.0
K00884.03,Kepler-247 b,CONFIRMED,CANDIDATE,3.336123113,516.3,1.74,970.0,209.79,5097.0,0.779,0.891,4.597,3,386.0,5.2665052,30.771297,0.252,1.9616,,12.86
K00886.01,Kepler-54 b,CONFIRMED,CANDIDATE,8.01078456,1333.6,1.72,453.0,9.9,3713.0,0.47,0.484,4.779,3,168.0,6.0815673,28.916744,0.192,2.312,,26.89
K00886.02,Kepler-54 c,CONFIRMED,CANDIDATE,12.07134205,759.2,1.29,395.0,5.74,3713.0,0.47,0.484,4.779,3,112.0,4.24725,16.535355,0.014,4.3224,,21.878
K00886.03,Kepler-54 d,CONFIRMED,CANDIDATE,20.99587872,767.3,1.3,328.0,2.74,3713.0,0.47,0.484,4.779,3,55.0,4.265292,12.355694,0.228,2.6333,,60.9
K00887.01,Kepler-713 b,CONFIRMED,CANDIDATE,7.41113177,620.5,2.45,905.0,158.11,5849.0,0.919,1.014,4.517,1,181.0,5.7879114,42.620125,0.712,2.5242,,16.55
K00888.01,,FALSE POSITIVE,FALSE POSITIVE,1.000747038,1823.5,4.14,1620.0,1635.2,5472.0,0.79,0.718,4.499,1,668.0,5.13757,40.07125,0.908,0.9967,,4.12
K00889.01,Kepler-75 b,CONFIRMED,CANDIDATE,8.884922995,16053.4,10.51,770.0,83.21,5332.0,0.843,0.821,4.5,1,153.0,61.291126,474.02078,0.069,2.07004,,36.466
K00890.01,Kepler-714 b,CONFIRMED,CANDIDATE,8.09888906,6911.1,8.95,986.0,223.19,6214.0,1.076,1.169,4.442,1,168.0,48.506207,436.9255,0.018,4.20241,,15.8546
K00891.01,Kepler-715 b,CONFIRMED,CANDIDATE,10.00653012,936.1,3.52,876.0,139.21,6063.0,1.001,1.079,4.47,1,135.0,8.698946,59.281075,0.862,5.344,,8.17
K00012.01,Kepler-448 b,CONFIRMED,CANDIDATE,17.855221681,9065.2,13.16,911.0,163.04,6823.0,1.367,1.386,4.308,1,75.0,82.201164,417.8653,0.075,7.41287,,19.986
K00901.01,,CANDIDATE,CANDIDATE,12.732624065,6465.7,4.87,432.0,8.22,3950.0,0.541,0.563,4.721,1,110.0,34.47275,209.49731,0.811,2.2083,,31.62
K00902.01,,CANDIDATE,CANDIDATE,83.92494032,7958.7,4.78,226.0,0.62,3960.0,0.509,0.526,4.746,1,18.0,43.030296,121.1208,0.658,6.7904,,81.6
K00903.01,Kepler-719 b,CONFIRMED,CANDIDATE,5.007316661,6932.3,6.96,998.0,234.28,5865.0,0.827,0.914,4.563,1,271.0,42.768375,435.91187,0.344,4.2362,,9.24
K00904.01,Kepler-55 d,CONFIRMED,CANDIDATE,2.211116989,724.2,1.85,931.0,177.19,4500.0,0.646,0.71,4.656,5,603.0,4.8613906,32.73535,0.69,1.6485,,7.83
K00904.02,Kepler-55 b,CONFIRMED,CANDIDATE,27.9541337,942.5,1.9,400.0,6.04,4500.0,0.646,0.71,4.656,5,48.0,5.9903526,15.262756,0.063,3.95,,55.43
K00124.01,Kepler-110 b,CONFIRMED,CANDIDATE,12.69104387,252.1,2.57,1008.0,244.3,5869.0,1.626,1.019,4.024,2,108.0,7.5664573,47.59951,0.008,3.7727,,26.076
K00895.01,,FALSE POSITIVE,FALSE POSITIVE,4.409409243,12861.0,10.95,1101.0,347.06,5600.0,0.975,0.811,4.368,1,303.0,69.5648,735.74506,0.028,3.8636,,9.6337
K00896.01,Kepler-248 c,CONFIRMED,CANDIDATE,16.23947096,2590.7,4.14,598.0,30.14,5191.0,0.837,0.937,4.564,3,83.0,19.466316,97.93863,0.043,4.0374,,32.1
K00896.02,Kepler-248 b,CONFIRMED,CANDIDATE,6.308201629,1328.5,2.96,819.0,106.44,5191.0,0.837,0.937,4.564,3,205.0,9.121863,70.14128,0.03,2.9785,,16.707
K00897.01,Kepler-718 b,CONFIRMED,CANDIDATE,2.052349884,14280.6,13.12,1497.0,1183.18,5855.0,1.08,1.049,4.393,1,650.0,53.349804,943.8128,0.437,2.0778,,7.743
K00898.01,Kepler-83 b,CONFIRMED,CANDIDATE,9.7704486,1897.8,2.23,460.0,10.59,3906.0,0.509,0.508,4.73,3,135.0,9.248742,46.716137,0.09,2.4517,,31.55
K00898.02,Kepler-83 d,CONFIRMED,CANDIDATE,5.169804269,1037.4,1.66,569.0,24.75,3906.0,0.509,0.508,4.73,3,256.0,5.360658,34.09852,0.351,2.153,,17.77
K00123.02,Kepler-109 c,CONFIRMED,CANDIDATE,21.22261195,366.0,2.48,771.0,83.56,5945.0,1.302,1.009,4.213,2,64.0,14.82054,82.08292,0.02,6.5093,,25.344
K00898.03,Kepler-83 c,CONFIRMED,CANDIDATE,20.09017037,1432.1,2.25,362.0,4.05,3906.0,0.509,0.508,4.73,3,63.0,6.004703,29.21815,0.886,4.154,,20.2
K00899.01,Kepler-249 c,CONFIRMED,CANDIDATE,7.11373257,807.6,1.16,429.0,8.01,3561.0,0.411,0.44,4.855,3,186.0,5.9298773,35.776676,0.334,2.1764,,24.23
K00899.02,Kepler-249 b,CONFIRMED,CANDIDATE,3.306551643,509.2,0.91,554.0,22.19,3561.0,0.411,0.44,4.855,3,398.0,6.330976,30.518122,0.001,1.8177,,14.19
K00899.03,Kepler-249 d,CONFIRMED,CANDIDATE,15.36845737,756.1,1.11,332.0,2.86,3561.0,0.411,0.44,4.855,3,82.0,6.217123,24.263742,0.115,2.4714,,48.38
K00900.01,Kepler-1730 b,CONFIRMED,CANDIDATE,13.81020318,1309.7,4.56,833.0,113.75,5942.0,1.142,1.009,4.327,1,90.0,8.428813,40.226162,0.791,3.048,,23.2
K00911.01,Kepler-722 b,CONFIRMED,CANDIDATE,4.093578461,538.6,2.85,1182.0,461.07,6077.0,0.999,1.077,4.471,2,328.0,4.5823436,31.433712,0.93,2.5833,,5.33
K00911.02,Kepler-722 c,CONFIRMED,CANDIDATE,105.145959,685.4,3.43,401.0,6.09,6077.0,0.999,1.077,4.471,2,13.0,4.639124,10.855937,0.964,8.593,,34.3
K00912.01,Kepler-252 c,CONFIRMED,CANDIDATE,10.8484518,1675.6,2.34,499.0,14.66,4201.0,0.591,0.609,4.682,2,122.0,12.332059,84.20755,0.21,2.9993,,28.05
K00912.02,Kepler-252 b,CONFIRMED,CANDIDATE,6.66833241,362.3,1.18,587.0,28.06,4201.0,0.591,0.609,4.682,2,192.0,4.588849,19.236187,0.644,1.915,,21.0
K00913.01,Kepler-723 b,CONFIRMED,CANDIDATE,4.082274889,17859.2,10.55,1016.0,251.48,5655.0,0.794,0.886,4.581,1,329.0,135.75833,1627.8156,0.093,3.23015,,10.812
K00914.01,,CANDIDATE,CANDIDATE,3.886655224,581.6,1.87,1010.0,246.29,5662.0,0.738,0.813,4.61,1,343.0,5.37064,41.233078,0.649,3.1646,,7.47
K00904.03,Kepler-55 c,CONFIRMED,CANDIDATE,42.1406089,895.5,1.85,349.0,3.49,4500.0,0.646,0.71,4.656,5,28.0,7.271111,13.00283,0.045,5.083,,64.94
K00904.04,Kepler-55 e,CONFIRMED,CANDIDATE,4.617490562,575.8,1.62,728.0,66.47,4500.0,0.646,0.71,4.656,5,272.0,4.4431863,18.39992,0.649,2.2618,,12.35
K00904.05,Kepler-55 f,CONFIRMED,CANDIDATE,10.19849255,634.1,1.75,559.0,23.11,4500.0,0.646,0.71,4.656,5,119.0,5.6818385,14.958939,0.714,2.4283,,23.6
K00905.01,,FALSE POSITIVE,FALSE POSITIVE,5.795063956,1692.9,4.33,950.0,192.74,5865.0,0.827,0.914,4.563,1,230.0,12.354637,108.889015,0.949,3.2496,,6.137
K00906.01,Kepler-250 c,CONFIRMED,CANDIDATE,7.15681552,867.0,2.47,782.0,88.23,5029.0,0.838,0.798,4.494,3,186.0,6.1818976,38.487896,0.45,2.5882,,19.51
K00906.02,Kepler-250 d,CONFIRMED,CANDIDATE,17.64830851,763.3,2.43,579.0,26.49,5029.0,0.838,0.798,4.494,3,73.0,4.479241,19.097145,0.653,2.0873,,51.1
K00906.03,Kepler-250 b,CONFIRMED,CANDIDATE,4.14810719,175.2,1.08,938.0,182.76,5029.0,0.838,0.798,4.494,3,314.0,3.7260108,10.764539,0.093,2.535,,12.61
K00907.01,Kepler-251 c,CONFIRMED,CANDIDATE,16.51410989,973.5,2.72,655.0,43.57,5527.0,0.866,0.841,4.488,4,76.0,7.364849,43.083504,0.395,4.1575,,28.84
K00907.02,Kepler-251 d,CONFIRMED,CANDIDATE,30.1329298,1015.8,3.14,536.0,19.55,5527.0,0.866,0.841,4.488,4,37.0,7.3606734,32.87861,0.839,5.172,,26.8
K00907.03,Kepler-251 b,CONFIRMED,CANDIDATE,4.79090809,251.3,1.36,990.0,227.24,5527.0,0.866,0.841,4.488,4,242.0,3.2894669,16.134592,0.11,2.603,,14.19
K00124.02,Kepler-110 c,CONFIRMED,CANDIDATE,31.71981013,363.4,3.09,743.0,71.97,5869.0,1.626,1.019,4.024,2,44.0,10.343444,50.201683,0.125,4.819,,50.78
K00907.04,Kepler-251 e,CONFIRMED,CANDIDATE,99.6415962,952.5,2.64,360.0,3.97,5527.0,0.866,0.841,4.488,4,12.0,6.699139,19.405544,0.028,4.448,,175.84
K00908.01,Kepler-720 b,CONFIRMED,CANDIDATE,4.708326451,7912.7,10.6,1162.0,431.02,5560.0,1.21,0.94,4.246,1,285.0,52.268402,619.7065,0.061,3.16114,,12.288
K00909.01,,FALSE POSITIVE,FALSE POSITIVE,16.37198661,4147.6,540.37,438.0,8.71,4187.0,0.592,0.58,4.656,1,84.0,52.240536,165.18489,9.303,3.8449,,34.5
K00910.01,Kepler-721 b,CONFIRMED,CANDIDATE,5.392026903,1151.4,2.68,850.0,123.33,5198.0,0.801,0.915,4.589,1,244.0,7.25004,66.02574,0.314,2.9804,,13.58
K00928.01,,CANDIDATE,CANDIDATE,2.494170338,863.7,2.42,1194.0,480.19,5569.0,0.829,0.928,4.566,1,535.0,5.3565664,37.2115,0.095,1.1221,,17.37
K00929.01,Kepler-730 b,CONFIRMED,CANDIDATE,6.491682808,7163.3,9.66,1062.0,301.54,6123.0,1.107,1.159,4.413,2,189.0,45.663883,478.5281,0.535,4.301,,10.84
K00930.01,,FALSE POSITIVE,FALSE POSITIVE,3.044770796,1695.0,24.54,1076.0,317.36,5525.0,0.753,0.843,4.603,1,445.0,7.281593,33.146595,1.252,10.0134,,1.5
K00931.01,Kepler-731 b,CONFIRMED,CANDIDATE,3.855603916,16652.7,13.61,1212.0,508.65,6033.0,1.046,1.153,4.46,1,350.0,105.129425,1321.7062,0.348,3.2179,,9.763
K00932.01,,FALSE POSITIVE,FALSE POSITIVE,3.855599139,1030.9,3.57,1158.0,425.74,5936.0,0.965,1.075,4.501,1,350.0,10.751741,74.89582,0.864,3.183,,5.34
K00125.01,Kepler-468 b,CONFIRMED,FALSE POSITIVE,38.47876629,23530.0,13.26,484.0,13.01,5510.0,0.879,0.973,4.539,1,35.0,261.08838,1014.9963,0.003,5.04169,,66.3614
